wordform,sum_freq,norm_freq,log_freq,Moby_pron,Rep_P,Rep_O,sqrt_freq
fawn,1021,2.268888889,0.108362986,f/O/n,_/_/f/a/n/_/_/,_/_/f/a/w/n/_/_/,31.95309062
scold,1908,4.24,0.151533558,sk/oU/ld,_/s/k/o/l/d/_/,_/s/c/o/l/d/_/_/,43.68065934
crotch,1237,2.748888889,0.1208977,kr/A/tS/,_/k/r/a/C/_/_/,_/c/r/o/t/c/h/_/,35.17101079
sooth,33,0.073333333,0.05,s/u/T/,_/_/s/u/T/_/_/,_/_/s/o/o/t/h/_/,5.744562647
crouch,4339,9.642222222,0.216353529,kr/AU/tS/,_/k/r/A/C/_/_/,_/c/r/o/u/c/h/_/,65.87108622
stern,2477,5.504444444,0.171309991,st/@/rn,_/s/t/^/r/n/_/,_/s/t/e/r/n/_/_/,49.76946855
copse,171,0.38,0.05,k/A/ps,_/_/k/a/p/s/_/,_/_/c/o/p/s/e/_/,13.07669683
wand,1199,2.664444444,0.118813351,w/A/nd,_/_/w/a/n/d/_/,_/_/w/a/n/d/_/_/,34.62657939
want,596426,1325.391111,0.657818655,w/A/nt,_/_/w/a/n/t/_/,_/_/w/a/n/t/_/_/,772.2862164
krait,25,0.055555556,0.05,kr/aI/t,_/k/r/Y/t/_/_/,_/k/r/a/i/t/_/_/,5
wrong,77748,172.7733333,0.471872447,r/O/N/,_/_/r/a/G/_/_/,_/w/r/o/n/g/_/_/,278.8332835
fir,1666,3.702222222,0.141626661,f/@/r,_/_/f/^/r/_/_/,_/_/f/i/r/_/_/_/,40.81666326
fit,46128,102.5066667,0.424471068,f/I/t,_/_/f/I/t/_/_/,_/_/f/i/t/_/_/_/,214.7743001
fix,27563,61.25111111,0.377953108,f/I/ks,_/_/f/I/k/s/_/,_/_/f/i/x/_/_/_/,166.021083
fib,260,0.577777778,0.05,f/I/b,_/_/f/I/b/_/_/,_/_/f/i/b/_/_/_/,16.1245155
fig,13326,29.61333333,0.31302034,f/I/g,_/_/f/I/g/_/_/,_/_/f/i/g/_/_/_/,115.4382952
fie,60,0.133333333,0.05,f/aI/,_/_/f/Y/_/_/_/,_/_/f/i/e/_/_/_/,7.745966692
fin,1117,2.482222222,0.114146906,f/I/n,_/_/f/I/n/_/_/,_/_/f/i/n/_/_/_/,33.42154993
smirk,1835,4.077777778,0.148656464,sm/@/rk,_/s/m/^/r/k/_/,_/s/m/i/r/k/_/_/,42.83689998
friend,165786,368.4133333,0.540869447,fr/E/nd,_/f/r/E/n/d/_/,_/f/r/i/e/n/d/_/,407.1682699
pomp,400,0.888888889,0.058185347,p/A/mp,_/_/p/a/m/p/_/,_/_/p/o/m/p/_/_/,20
mouth,47034,104.52,0.426233538,m/AU/T/,_/_/m/A/T/_/_/,_/_/m/o/u/t/h/_/,216.8732349
tech,14081,31.29111111,0.317901806,t/E/k,_/_/t/E/k/_/_/,_/_/t/e/c/h/_/_/,118.6633895
scream,26722,59.38222222,0.375164402,skr/i/m,s/k/r/i/m/_/_/,s/c/r/e/a/m/_/_/,163.4686514
bliss,1927,4.282222222,0.152267785,bl/I/s,_/b/l/I/s/_/_/,_/b/l/i/s/s/_/_/,43.89760814
rich,41169,91.48666667,0.414172123,r/I/tS/,_/_/r/I/C/_/_/,_/_/r/i/c/h/_/_/,202.9014539
rice,20415,45.36666667,0.351001145,r/aI/s,_/_/r/Y/s/_/_/,_/_/r/i/c/e/_/_/,142.8810694
plate,28888,64.19555556,0.382181218,pl/eI/t,_/p/l/e/t/_/_/,_/p/l/a/t/e/_/_/,169.9647022
patch,12191,27.09111111,0.305153976,p/&/tS/,_/_/p/@/C/_/_/,_/_/p/a/t/c/h/_/,110.4128616
loth,89,0.197777778,0.05,l/oU/T/,_/_/l/o/T/_/_/,_/_/l/o/t/h/_/_/,9.433981132
ire,729,1.62,0.088118902,/aI/r,_/_/_/Y/r/_/_/,_/_/_/i/r/e/_/_/,27
veep,118,0.262222222,0.05,v/i/p,_/_/v/i/p/_/_/,_/_/v/e/e/p/_/_/,10.86278049
veer,2236,4.968888889,0.163448892,v/i/r,_/_/v/i/r/_/_/,_/_/v/e/e/r/_/_/,47.28636167
basque,1085,2.411111111,0.112259272,b/&/sk,_/_/b/@/s/k/_/,_/_/b/a/s/q/u/e/,32.93933818
blonde,4424,9.831111111,0.217963108,bl/A/nd,_/b/l/a/n/d/_/,_/b/l/o/n/d/e/_/,66.51315659
fro,573,1.273333333,0.075134271,fr/oU/,_/f/r/o/_/_/_/,_/f/r/o/_/_/_/_/,23.93741841
muck,1229,2.731111111,0.120462819,m/@/k,_/_/m/^/k/_/_/,_/_/m/u/c/k/_/_/,35.05709629
much,425055,944.5666667,0.626856122,m/@/tS/,_/_/m/^/C/_/_/,_/_/m/u/c/h/_/_/,651.9624222
chink,504,1.12,0.068745563,/tS/I/N/k,_/_/C/I/G/k/_/,_/c/h/i/n/k/_/_/,22.44994432
fry,5507,12.23777778,0.236320364,fr/aI/,_/f/r/Y/_/_/_/,_/f/r/y/_/_/_/_/,74.20916385
spit,7723,17.16222222,0.26525519,sp/I/t,_/s/p/I/t/_/_/,_/s/p/i/t/_/_/_/,87.88060082
barque,32,0.071111111,0.05,b/A/rk,_/_/b/a/r/k/_/,_/_/b/a/r/q/u/e/,5.656854249
spic,69,0.153333333,0.05,sp/I/k,_/s/p/I/k/_/_/,_/s/p/i/c/_/_/_/,8.306623863
spin,20802,46.22666667,0.352682502,sp/I/n,_/s/p/I/n/_/_/,_/s/p/i/n/_/_/_/,144.2289846
boule,18,0.04,0.05,b/u/l,_/_/b/u/l/_/_/,_/_/b/o/u/l/e/_/,4.242640687
honk,1361,3.024444444,0.127386705,h/A/N/k,_/_/h/a/G/k/_/,_/_/h/o/n/k/_/_/,36.89173349
split,16986,37.74666667,0.334575746,spl/I/t,s/p/l/I/t/_/_/,s/p/l/i/t/_/_/_/,130.3303495
boiled,1031,2.291111111,0.108982826,b/Oi/ld,_/_/b/O/l/d/_/,_/_/b/o/i/l/e/d/,32.10918872
plaque,3188,7.084444444,0.191204615,pl/&/k,_/p/l/@/k/_/_/,_/p/l/a/q/u/e/_/,56.46237685
hah,612,1.36,0.078557243,h/A/,_/_/h/a/_/_/_/,_/_/h/a/h/_/_/_/,24.73863375
ham,4237,9.415555556,0.214383893,h/&/m,_/_/h/@/m/_/_/,_/_/h/a/m/_/_/_/,65.09224224
hag,330,0.733333333,0.050322645,h/&/g,_/_/h/@/g/_/_/,_/_/h/a/g/_/_/_/,18.16590212
hay,3077,6.837777778,0.188369728,h/eI/,_/_/h/e/_/_/_/,_/_/h/a/y/_/_/_/,55.47071299
haw,234,0.52,0.05,h/O/,_/_/h/a/_/_/_/,_/_/h/a/w/_/_/_/,15.29705854
flub,110,0.244444444,0.05,fl/@/b,_/f/l/^/b/_/_/,_/f/l/u/b/_/_/_/,10.48808848
crowd,41263,91.69555556,0.414378523,kr/AU/d,_/k/r/A/d/_/_/,_/c/r/o/w/d/_/_/,203.1329614
czech,3581,7.957777778,0.200589492,/tS/E/k,_/_/C/E/k/_/_/,_/c/z/e/c/h/_/_/,59.8414572
crown,10258,22.79555556,0.289971141,kr/AU/n,_/k/r/A/n/_/_/,_/c/r/o/w/n/_/_/,101.2817851
tame,2744,6.097777778,0.179296533,t/eI/m,_/_/t/e/m/_/_/,_/_/t/a/m/e/_/_/,52.38320341
tamp,427,0.948888889,0.061046236,t/&/mp,_/_/t/@/m/p/_/,_/_/t/a/m/p/_/_/,20.66397832
smashed,596,1.324444444,0.077168404,sm/&/S/t,_/s/m/@/S/t/_/,_/s/m/a/s/h/e/d/,24.41311123
role,101066,224.5911111,0.495748288,r/oU/l,_/_/r/o/l/_/_/,_/_/r/o/l/e/_/_/,317.908792
roll,49571,110.1577778,0.430995498,r/oU/l,_/_/r/o/l/_/_/,_/_/r/o/l/l/_/_/,222.6454581
gown,5603,12.45111111,0.237782985,g/AU/n,_/_/g/A/n/_/_/,_/_/g/o/w/n/_/_/,74.85318964
chain,23842,52.98222222,0.364914089,/tS/eI/n,_/_/C/e/n/_/_/,_/c/h/a/i/n/_/_/,154.408549
chair,52125,115.8333333,0.4355514,/tS/@/r,_/_/C/E/r/_/_/,_/c/h/a/i/r/_/_/,228.3090011
jerk,7442,16.53777778,0.262054349,/dZ/@/rk,_/_/J/^/r/k/_/,_/_/j/e/r/k/_/_/,86.2670273
choice,69639,154.7533333,0.461856504,/tS/Oi/s,_/_/C/O/s/_/_/,_/c/h/o/i/c/e/_/,263.8920234
boost,13226,29.39111111,0.312353806,b/u/st,_/_/b/u/s/t/_/,_/_/b/o/o/s/t/_/,115.0043477
ref,800,1.777777778,0.09346884,r/E/f,_/_/r/E/f/_/_/,_/_/r/e/f/_/_/_/,28.28427125
fledge,117,0.26,0.05,fl/E/dZ/,_/f/l/E/J/_/_/,_/f/l/e/d/g/e/_/,10.81665383
queue,1316,2.924444444,0.125084676,k/j/u/,_/_/k/W/_/_/_/,_/_/q/u/e/u/e/_/,36.27671429
wane,1772,3.937777778,0.146098611,w/eI/n,_/_/w/e/n/_/_/,_/_/w/a/n/e/_/_/,42.09513036
mange,65,0.144444444,0.05,m/eI/n/dZ/,_/_/m/e/n/J/_/,_/_/m/a/n/g/e/_/,8.062257748
yearn,2277,5.06,0.164834845,/j/@/rn,_/_/j/^/r/n/_/,_/_/y/e/a/r/n/_/,47.71792116
jig,1651,3.668888889,0.140975807,/dZ/I/g,_/_/J/I/g/_/_/,_/_/j/i/g/_/_/_/,40.63249931
jib,128,0.284444444,0.05,/dZ/I/b,_/_/J/I/b/_/_/,_/_/j/i/b/_/_/_/,11.3137085
aft,1452,3.226666667,0.131872068,/&/ft,_/_/_/@/f/t/_/,_/_/_/a/f/t/_/_/,38.10511777
plunk,815,1.811111111,0.094560161,pl/@/N/k,_/p/l/^/G/k/_/,_/p/l/u/n/k/_/_/,28.54820485
troll,2374,5.275555556,0.168032554,tr/oU/l,_/t/r/o/l/_/_/,_/t/r/o/l/l/_/_/,48.72371086
byte,869,1.931111111,0.09838452,b/aI/t,_/_/b/Y/t/_/_/,_/_/b/y/t/e/_/_/,29.47880595
one,1300648,2890.328889,0.729111091,w/@/n,_/_/w/^/n/_/_/,_/_/_/o/n/e/_/_/,1000
veldt,65,0.144444444,0.05,v/E/lt,_/_/v/E/l/t/_/,_/_/v/e/l/d/t/_/,8.062257748
shawl,1328,2.951111111,0.125704236,/S/O/l,_/_/S/a/l/_/_/,_/s/h/a/w/l/_/_/,36.44173432
snatch,4742,10.53777778,0.223745519,sn/&/tS/,_/s/n/@/C/_/_/,_/s/n/a/t/c/h/_/,68.8621812
sioux,989,2.197777778,0.106350798,s/u/,_/_/s/u/_/_/_/,_/_/s/i/o/u/x/_/,31.44837039
zoo,5808,12.90666667,0.240830142,z/u/,_/_/z/u/_/_/_/,_/_/z/o/o/_/_/_/,76.21023553
tike,101,0.224444444,0.05,t/aI/k,_/_/t/Y/k/_/_/,_/_/t/i/k/e/_/_/,10.04987562
west,67220,149.3777778,0.458643178,w/E/st,_/_/w/E/s/t/_/,_/_/w/e/s/t/_/_/,259.2682009
world,345736,768.3022222,0.6079821,w/@/rld,_/_/w/^/r/l/d/,_/_/w/o/r/l/d/_/,587.9931972
gleam,2355,5.233333333,0.167414938,gl/i/m,_/g/l/i/m/_/_/,_/g/l/e/a/m/_/_/,48.52834223
glean,1501,3.335555556,0.134199166,gl/i/n,_/g/l/i/n/_/_/,_/g/l/e/a/n/_/_/,38.74274126
with,3095076,6877.946667,0.808408262,w/I/D/,_/_/w/I/D/_/_/,_/_/w/i/t/h/_/_/,1000
pull,103101,229.1133333,0.497564126,p/U/l,_/_/p/U/l/_/_/,_/_/p/u/l/l/_/_/,321.0934443
rush,31132,69.18222222,0.388924226,r/@/S/,_/_/r/^/S/_/_/,_/_/r/u/s/h/_/_/,176.4426252
tripe,145,0.322222222,0.05,tr/aI/p,_/t/r/Y/p/_/_/,_/t/r/i/p/e/_/_/,12.04159458
ruse,616,1.368888889,0.078901183,r/u/z,_/_/r/u/z/_/_/,_/_/r/u/s/e/_/_/,24.81934729
pulp,2248,4.995555556,0.163856715,p/@/lp,_/_/p/^/l/p/_/,_/_/p/u/l/p/_/_/,47.41307836
rust,2519,5.597777778,0.172613438,r/@/st,_/_/r/^/s/t/_/,_/_/r/u/s/t/_/_/,50.18964037
creak,1709,3.797777778,0.143467184,kr/i/k,_/k/r/i/k/_/_/,_/c/r/e/a/k/_/_/,41.34005322
cream,23073,51.27333333,0.361971065,kr/i/m,_/k/r/i/m/_/_/,_/c/r/e/a/m/_/_/,151.8979921
thorn,1413,3.14,0.129976631,/T/O/rn,_/_/T/a/r/n/_/,_/t/h/o/r/n/_/_/,37.58989226
norm,10627,23.61555556,0.293070733,n/O/rm,_/_/n/o/r/m/_/,_/_/n/o/r/m/_/_/,103.0873416
sand,18693,41.54,0.343120734,s/&/nd,_/_/s/@/n/d/_/,_/_/s/a/n/d/_/_/,136.7223464
sane,1863,4.14,0.149770729,s/eI/n,_/_/s/e/n/_/_/,_/_/s/a/n/e/_/_/,43.16248371
small,212730,472.7333333,0.563625115,sm/O/l,_/s/m/a/l/_/_/,_/s/m/a/l/l/_/_/,461.2266254
past,152042,337.8711111,0.532974367,p/&/st,_/_/p/@/s/t/_/,_/_/p/a/s/t/_/_/,389.9256339
pass,107400,238.6666667,0.501285596,p/&/s,_/_/p/@/s/_/_/,_/_/p/a/s/s/_/_/,327.7193922
clock,15036,33.41333333,0.323725209,kl/A/k,_/k/l/a/k/_/_/,_/c/l/o/c/k/_/_/,122.6213684
corked,47,0.104444444,0.05,k/O/rkt,_/_/k/o/r/k/t/,_/_/c/o/r/k/e/d/,6.8556546
full,92965,206.5888889,0.488139734,f/U/l,_/_/f/U/l/_/_/,_/_/f/u/l/l/_/_/,304.9016235
hash,1138,2.528888889,0.115364831,h/&/S/,_/_/h/@/S/_/_/,_/_/h/a/s/h/_/_/,33.73425559
hasp,39,0.086666667,0.05,h/&/sp,_/_/h/@/s/p/_/,_/_/h/a/s/p/_/_/,6.244997998
suave,418,0.928888889,0.060102512,sw/A/v,_/s/w/a/v/_/_/,_/_/s/u/a/v/e/_/,20.4450483
plink,123,0.273333333,0.05,pl/I/N/k,_/p/l/I/G/k/_/,_/p/l/i/n/k/_/_/,11.09053651
morn,580,1.288888889,0.075758156,m/O/rn,_/_/m/o/r/n/_/,_/_/m/o/r/n/_/_/,24.08318916
more,1081638,2403.64,0.712248385,m/oU/r,_/_/m/o/r/_/_/,_/_/m/o/r/e/_/_/,1000
door,142467,316.5933333,0.527041544,d/oU/r,_/_/d/o/r/_/_/,_/_/d/o/o/r/_/_/,377.4480097
doom,4951,11.00222222,0.227356106,d/u/m,_/_/d/u/m/_/_/,_/_/d/o/o/m/_/_/,70.36334273
learn,127745,283.8777778,0.517095746,l/@/rn,_/_/l/^/r/n/_/,_/_/l/e/a/r/n/_/,357.4143254
grope,1851,4.113333333,0.149294848,gr/oU/p,_/g/r/o/p/_/_/,_/g/r/o/p/e/_/_/,43.02324953
sikh,713,1.584444444,0.086868833,s/i/k,_/_/s/i/k/_/_/,_/_/s/i/k/h/_/_/,26.70205985
huge,49849,110.7755556,0.431502551,h/j/u/dZ/,_/_/h/W/J/_/_/,_/_/h/u/g/e/_/_/,223.2688962
scots,209,0.464444444,0.05,sk/A/ts,_/s/k/a/t/s/_/,_/s/c/o/t/s/_/_/,14.45683229
sauce,19448,43.21777778,0.346659683,s/O/s,_/_/s/a/s/_/_/,_/_/s/a/u/c/e/_/,139.4560863
swipe,1798,3.995555556,0.147162914,sw/aI/p,_/s/w/Y/p/_/_/,_/s/w/i/p/e/_/_/,42.40283009
saint,7899,17.55333333,0.267204409,s/eI/nt,_/_/s/e/n/t/_/,_/_/s/a/i/n/t/_/,88.87631856
waft,1454,3.231111111,0.131968219,w/&/ft,_/_/w/a/f/t/_/,_/_/w/a/f/t/_/_/,38.13135193
blond,6832,15.18222222,0.254694684,bl/A/nd,_/b/l/a/n/d/_/,_/b/l/o/n/d/_/_/,82.65591328
sell,78151,173.6688889,0.472342728,s/E/l,_/_/s/E/l/_/_/,_/_/s/e/l/l/_/_/,279.5550035
self,18750,41.66666667,0.343392743,s/E/lf,_/_/s/E/l/f/_/,_/_/s/e/l/f/_/_/,136.9306394
kraal,31,0.068888889,0.05,kr/A/l,_/k/r/a/l/_/_/,_/k/r/a/a/l/_/_/,5.567764363
seize,10659,23.68666667,0.293334649,s/i/z,_/_/s/i/z/_/_/,_/_/s/e/i/z/e/_/,103.2424331
barred,307,0.682222222,0.05,b/A/rd,_/_/b/a/r/d/_/,_/_/b/a/r/r/e/d/,17.52141547
twill,172,0.382222222,0.05,tw/I/l,_/t/w/I/l/_/_/,_/t/w/i/l/l/_/_/,13.11487705
thrive,5601,12.44666667,0.237752751,/T/r/aI/v,_/T/r/Y/v/_/_/,t/h/r/i/v/e/_/_/,74.83982897
lass,506,1.124444444,0.068937161,l/&/s,_/_/l/@/s/_/_/,_/_/l/a/s/s/_/_/,22.49444376
last,366756,815.0133333,0.613375025,l/&/st,_/_/l/@/s/t/_/,_/_/l/a/s/t/_/_/,605.6038309
lash,3997,8.882222222,0.209575008,l/&/S/,_/_/l/@/S/_/_/,_/_/l/a/s/h/_/_/,63.22183167
bell,14235,31.63333333,0.318866297,b/E/l,_/_/b/E/l/_/_/,_/_/b/e/l/l/_/_/,119.3105192
belt,16732,37.18222222,0.333233186,b/E/lt,_/_/b/E/l/t/_/,_/_/b/e/l/t/_/_/,129.3522323
vow,7332,16.29333333,0.260770204,v/AU/,_/_/v/A/_/_/_/,_/_/v/o/w/_/_/_/,85.62709851
salve,451,1.002222222,0.063516253,s/&/v,_/_/s/@/v/_/_/,_/_/s/a/l/v/e/_/,21.23676058
reap,2723,6.051111111,0.178693029,r/i/p,_/_/r/i/p/_/_/,_/_/r/e/a/p/_/_/,52.1823725
queen,17039,37.86444444,0.334853419,kw/i/n,_/k/w/i/n/_/_/,_/_/q/u/e/e/n/_/,130.5335206
spine,5894,13.09777778,0.242078847,sp/aI/n,_/s/p/Y/n/_/_/,_/s/p/i/n/e/_/_/,76.77239087
bounce,10433,23.18444444,0.291454236,b/AU/ns,_/_/b/A/n/s/_/,_/_/b/o/u/n/c/e/,102.1420579
cupped,337,0.748888889,0.051140029,k/@/pt,_/_/k/^/p/t/_/,_/_/c/u/p/p/e/d/,18.35755975
span,8339,18.53111111,0.271903157,sp/&/n,_/s/p/@/n/_/_/,_/s/p/a/n/_/_/_/,91.31812525
sock,7611,16.91333333,0.2639928,s/A/k,_/_/s/a/k/_/_/,_/_/s/o/c/k/_/_/,87.24104539
spay,212,0.471111111,0.05,sp/eI/,_/s/p/e/_/_/_/,_/s/p/a/y/_/_/_/,14.56021978
spar,612,1.36,0.078557243,sp/A/r,_/s/p/a/r/_/_/,_/s/p/a/r/_/_/_/,24.73863375
spat,467,1.037777778,0.065126645,sp/&/t,_/s/p/@/t/_/_/,_/s/p/a/t/_/_/_/,21.61018278
haunt,5773,12.82888889,0.240317028,h/O/nt,_/_/h/a/n/t/_/,_/_/h/a/u/n/t/_/,75.98026059
char,967,2.148888889,0.104941291,/tS/A/r,_/_/C/a/r/_/_/,_/c/h/a/r/_/_/_/,31.09662361
chap,1259,2.797777778,0.122083074,/tS/&/p,_/_/C/@/p/_/_/,_/c/h/a/p/_/_/_/,35.48239
chaw,45,0.1,0.05,/tS/O/,_/_/C/a/_/_/_/,_/c/h/a/w/_/_/_/,6.708203932
chat,8914,19.80888889,0.277700899,/tS/&/t,_/_/C/@/t/_/_/,_/c/h/a/t/_/_/_/,94.41398202
lane,13804,30.67555556,0.316140961,l/eI/n,_/_/l/e/n/_/_/,_/_/l/a/n/e/_/_/,117.4904251
land,96624,214.72,0.491654854,l/&/nd,_/_/l/@/n/d/_/,_/_/l/a/n/d/_/_/,310.8440123
lank,164,0.364444444,0.05,l/&/N/k,_/_/l/@/G/k/_/,_/_/l/a/n/k/_/_/,12.80624847
crease,1892,4.204444444,0.150910659,kr/i/s,_/k/r/i/s/_/_/,_/c/r/e/a/s/e/_/,43.49712634
crook,2267,5.037777778,0.164498739,kr/U/k,_/k/r/U/k/_/_/,_/c/r/o/o/k/_/_/,47.61302343
lube,435,0.966666667,0.061877007,l/u/b,_/_/l/u/b/_/_/,_/_/l/u/b/e/_/_/,20.85665361
next,234819,521.82,0.572645161,n/E/kst,_/_/n/E/k/s/t/,_/_/n/e/x/t/_/_/,484.5812625
babe,3792,8.426666667,0.205257244,b/eI/b,_/_/b/e/b/_/_/,_/_/b/a/b/e/_/_/,61.57921727
larch,23,0.051111111,0.05,l/A/r/tS/,_/_/l/a/r/C/_/,_/_/l/a/r/c/h/_/,4.795831523
wedge,6136,13.63555556,0.245503856,w/E/dZ/,_/_/w/E/J/_/_/,_/_/w/e/d/g/e/_/,78.33262411
lock,26860,59.68888889,0.375627871,l/A/k,_/_/l/a/k/_/_/,_/_/l/o/c/k/_/_/,163.8902072
loch,24,0.053333333,0.05,l/A/k,_/_/l/a/k/_/_/,_/_/l/o/c/h/_/_/,4.898979486
chow,258,0.573333333,0.05,/tS/AU/,_/_/C/A/_/_/_/,_/c/h/o/w/_/_/_/,16.0623784
thigh,7730,17.17777778,0.265333514,/T/aI/,_/_/T/Y/_/_/_/,_/t/h/i/g/h/_/_/,87.92041856
mute,2018,4.484444444,0.155704891,m/j/u/t,_/_/m/W/t/_/_/,_/_/m/u/t/e/_/_/,44.92215489
mutt,688,1.528888889,0.084880749,m/@/t,_/_/m/^/t/_/_/,_/_/m/u/t/t/_/_/,26.2297541
snake,10940,24.31111111,0.295620036,sn/eI/k,_/s/n/e/k/_/_/,_/s/n/a/k/e/_/_/,104.5944549
scorch,810,1.8,0.094197832,sk/O/r/tS/,_/s/k/a/r/C/_/,_/s/c/o/r/c/h/_/,28.46049894
bump,9786,21.74666667,0.285846843,b/@/mp,_/_/b/^/m/p/_/,_/_/b/u/m/p/_/_/,98.92421342
yous,105,0.233333333,0.05,/j/u/z,_/_/j/u/z/_/_/,_/_/y/o/u/s/_/_/,10.24695077
could,711592,1581.315556,0.673959657,k/U/d,_/_/k/U/d/_/_/,_/_/c/o/u/l/d/_/,843.5591266
length,22688,50.41777778,0.360461295,l/E/N/k/T/,_/_/l/E/G/k/T/,_/_/l/e/n/g/t/h/,150.6253631
scene,58656,130.3466667,0.446263889,s/i/n,_/_/s/i/n/_/_/,_/s/c/e/n/e/_/_/,242.1900081
scent,7918,17.59555556,0.267412373,s/E/nt,_/_/s/E/n/t/_/,_/s/c/e/n/t/_/_/,88.98314447
"""false""",14992,33.31555556,0.323464896,f/O/ls,_/_/f/a/l/s/_/,_/_/f/a/l/s/e/_/,122.4418229
brew,2408,5.351111111,0.16912746,br/u/,_/b/r/u/_/_/_/,_/b/r/e/w/_/_/_/,49.07137659
jay,1204,2.675555556,0.119090336,/dZ/eI/,_/_/J/e/_/_/_/,_/_/j/a/y/_/_/_/,34.69870315
jaw,8205,18.23333333,0.270497558,/dZ/O/,_/_/J/a/_/_/_/,_/_/j/a/w/_/_/_/,90.58145506
jar,8070,17.93333333,0.269059289,/dZ/A/r,_/_/J/a/r/_/_/,_/_/j/a/r/_/_/_/,89.83317873
jam,9419,20.93111111,0.282506397,/dZ/&/m,_/_/J/@/m/_/_/,_/_/j/a/m/_/_/_/,97.0515327
tape,32736,72.74666667,0.393456612,t/eI/p,_/_/t/e/p/_/_/,_/_/t/a/p/e/_/_/,180.930926
jag,72,0.16,0.05,/dZ/&/g,_/_/J/@/g/_/_/,_/_/j/a/g/_/_/_/,8.485281374
jab,2162,4.804444444,0.160893002,/dZ/&/b,_/_/J/@/b/_/_/,_/_/j/a/b/_/_/_/,46.49731175
wring,1595,3.544444444,0.138504201,r/I/N/,_/_/r/I/G/_/_/,_/w/r/i/n/g/_/_/,39.9374511
stuff,55920,124.2666667,0.441927784,st/@/f,_/s/t/^/f/_/_/,_/s/t/u/f/f/_/_/,236.4741001
frame,32136,71.41333333,0.391787381,fr/eI/m,_/f/r/e/m/_/_/,_/f/r/a/m/e/_/_/,179.2651667
off,334686,743.7466667,0.605014248,/O/f,_/_/_/a/f/_/_/,_/_/_/o/f/f/_/_/,578.5205269
oft,324,0.72,0.05,/O/ft,_/_/_/a/f/t/_/,_/_/_/o/f/t/_/_/,18
web,39335,87.41111111,0.410049048,w/E/b,_/_/w/E/b/_/_/,_/_/w/e/b/_/_/_/,198.3305322
wee,1694,3.764444444,0.142829338,w/i/,_/_/w/i/_/_/_/,_/_/w/e/e/_/_/_/,41.15823125
wed,982,2.182222222,0.105904669,w/E/d,_/_/w/E/d/_/_/,_/_/w/e/d/_/_/_/,31.33687923
crack,23439,52.08666667,0.363383589,kr/&/k,_/k/r/@/k/_/_/,_/c/r/a/c/k/_/_/,153.0980078
pied,284,0.631111111,0.05,p/aI/d,_/_/p/Y/d/_/_/,_/_/p/i/e/d/_/_/,16.85229955
crud,343,0.762222222,0.051834878,kr/@/d,_/k/r/^/d/_/_/,_/c/r/u/d/_/_/_/,18.52025918
crux,716,1.591111111,0.087104526,kr/@/ks,_/k/r/^/k/s/_/,_/c/r/u/x/_/_/_/,26.75817632
crus,32,0.071111111,0.05,kr/@/s,_/k/r/^/s/_/_/,_/c/r/u/s/_/_/_/,5.656854249
pier,3186,7.08,0.191154305,p/i/r,_/_/p/i/r/_/_/,_/_/p/i/e/r/_/_/,56.44466317
bulge,2738,6.084444444,0.179124509,b/@/l/dZ/,_/_/b/^/l/J/_/,_/_/b/u/l/g/e/_/,52.32590181
sprain,743,1.651111111,0.089198874,spr/eI/n,s/p/r/e/n/_/_/,s/p/r/a/i/n/_/_/,27.25802634
flush,6372,14.16,0.248724829,fl/@/S/,_/f/l/^/S/_/_/,_/f/l/u/s/h/_/_/,79.82480817
khat,67,0.148888889,0.05,k/A/t,_/_/k/a/t/_/_/,_/k/h/a/t/_/_/_/,8.185352772
worth,44661,99.24666667,0.42154325,w/@/r/T/,_/_/w/^/r/T/_/,_/_/w/o/r/t/h/_/,211.3314932
bra,2984,6.631111111,0.185924996,br/A/,_/b/r/a/_/_/_/,_/b/r/a/_/_/_/_/,54.62600113
plot,16787,37.30444444,0.333525574,pl/A/t,_/p/l/a/t/_/_/,_/p/l/o/t/_/_/_/,129.5646557
plow,3642,8.093333333,0.201963584,pl/AU/,_/p/l/A/_/_/_/,_/p/l/o/w/_/_/_/,60.34898508
plop,1535,3.411111111,0.135779791,pl/A/p,_/p/l/a/p/_/_/,_/p/l/o/p/_/_/_/,39.17907605
ploy,1259,2.797777778,0.122083074,pl/Oi/,_/p/l/O/_/_/_/,_/p/l/o/y/_/_/_/,35.48239
plod,808,1.795555556,0.094052497,pl/A/d,_/p/l/a/d/_/_/,_/p/l/o/d/_/_/_/,28.42534081
err,1053,2.34,0.11033187,/@/r,_/_/_/E/r/_/_/,_/_/_/e/r/r/_/_/,32.44996148
ere,427,0.948888889,0.061046236,/@/r,_/_/_/E/r/_/_/,_/_/_/e/r/e/_/_/,20.66397832
flunk,738,1.64,0.088814632,fl/@/N/k,_/f/l/^/G/k/_/,_/f/l/u/n/k/_/_/,27.16615541
nuts,775,1.722222222,0.091620534,n/@/ts,_/_/n/^/t/s/_/,_/_/n/u/t/s/_/_/,27.83882181
hone,2210,4.911111111,0.162558991,h/oU/n,_/_/h/o/n/_/_/,_/_/h/o/n/e/_/_/,47.01063709
arch,6352,14.11555556,0.24845622,/A/r/tS/,_/_/_/a/r/C/_/,_/_/_/a/r/c/h/_/,79.69943538
safe,40744,90.54222222,0.413233074,s/eI/f,_/_/s/e/f/_/_/,_/_/s/a/f/e/_/_/,201.8514305
