wordform,sum_freq,norm_freq,log_freq,Moby_pron,Rep_P,Rep_O,sqrt_freq
moat,637,1.415555556,0.080685957,m/oU/t,_/_/m/o/t/_/_/,_/_/m/o/a/t/_/_/,25.23885893
stoned,398,0.884444444,0.057969827,st/oU/nd,_/s/t/o/n/d/_/,_/s/t/o/n/e/d/_/,19.94993734
creme,896,1.991111111,0.100238374,kr/E/m,_/k/r/E/m/_/_/,_/c/r/e/m/e/_/_/,29.93325909
bronze,5672,12.60444444,0.238819985,br/A/nz,_/b/r/a/n/z/_/,_/b/r/o/n/z/e/_/,75.31268154
sloth,523,1.162222222,0.070549744,sl/O/T/,_/s/l/a/T/_/_/,_/s/l/o/t/h/_/_/,22.86919325
whelp,24,0.053333333,0.05,w/E/lp,_/_/w/E/l/p/_/,_/w/h/e/l/p/_/_/,4.898979486
whelk,72,0.16,0.05,w/E/lk,_/_/w/E/l/k/_/,_/w/h/e/l/k/_/_/,8.485281374
dun,425,0.944444444,0.060837359,d/@/n,_/_/d/^/n/_/_/,_/_/d/u/n/_/_/_/,20.61552813
dub,4327,9.615555556,0.216123996,d/@/b,_/_/d/^/b/_/_/,_/_/d/u/b/_/_/_/,65.77993615
dud,686,1.524444444,0.08471982,d/@/d,_/_/d/^/d/_/_/,_/_/d/u/d/_/_/_/,26.19160171
dug,55,0.122222222,0.05,d/@/g,_/_/d/^/g/_/_/,_/_/d/u/g/_/_/_/,7.416198487
pa,3773,8.384444444,0.204846547,p/A/,_/_/p/a/_/_/_/,_/_/p/a/_/_/_/_/,61.42475071
brick,10317,22.92666667,0.290473847,br/I/k,_/b/r/I/k/_/_/,_/b/r/i/c/k/_/_/,101.5726341
batch,3698,8.217777778,0.203207129,b/&/tS/,_/_/b/@/C/_/_/,_/_/b/a/t/c/h/_/,60.81118318
quail,1147,2.548888889,0.115881876,kw/eI/l,_/k/w/e/l/_/_/,_/_/q/u/a/i/l/_/,33.86738844
birch,1382,3.071111111,0.128441478,b/@/r/tS/,_/_/b/^/r/C/_/,_/_/b/i/r/c/h/_/,37.17526059
knack,1303,2.895555556,0.124408718,n/&/k,_/_/n/@/k/_/_/,_/k/n/a/c/k/_/_/,36.0970913
skald,27,0.06,0.05,sk/O/ld,_/s/k/a/l/d/_/,_/s/k/a/l/d/_/_/,5.196152423
build,95774,212.8311111,0.490850238,b/I/ld,_/_/b/I/l/d/_/,_/_/b/u/i/l/d/_/,309.4737469
fast,66510,147.8,0.457678206,f/&/st,_/_/f/@/s/t/_/,_/_/f/a/s/t/_/_/,257.8953276
fried,4920,10.93333333,0.226829481,fr/aI/d,_/f/r/Y/d/_/_/,_/f/r/i/e/d/_/_/,70.14271167
chirp,1442,3.204444444,0.131389789,/tS/@/rp,_/_/C/^/r/p/_/,_/c/h/i/r/p/_/_/,37.97367509
floss,532,1.182222222,0.071392095,fl/O/s,_/f/l/a/s/_/_/,_/f/l/o/s/s/_/_/,23.06512519
trawl,1169,2.597777778,0.117133597,tr/O/l,_/t/r/a/l/_/_/,_/t/r/a/w/l/_/_/,34.19064199
purge,2006,4.457777778,0.155258969,p/@/r/dZ/,_/_/p/^/r/J/_/,_/_/p/u/r/g/e/_/,44.78839135
sough,28,0.062222222,0.05,s/@/f,_/_/s/^/f/_/_/,_/_/s/o/u/g/h/_/,5.291502622
chaste,418,0.928888889,0.060102512,/tS/eI/st,_/_/C/e/s/t/_/,_/c/h/a/s/t/e/_/,20.4450483
fed,2681,5.957777778,0.177473944,f/E/d,_/_/f/E/d/_/_/,_/_/f/e/d/_/_/_/,51.77837386
fee,23380,51.95555556,0.363157356,f/i/,_/_/f/i/_/_/_/,_/_/f/e/e/_/_/_/,152.9051994
fen,217,0.482222222,0.05,f/E/n,_/_/f/E/n/_/_/,_/_/f/e/n/_/_/_/,14.73091986
germ,2202,4.893333333,0.162283424,/dZ/@/rm,_/_/J/^/r/m/_/,_/_/g/e/r/m/_/_/,46.92547283
few,226559,503.4644444,0.569375391,f/j/u/,_/_/f/W/_/_/_/,_/_/f/e/w/_/_/_/,475.9821425
feu,158,0.351111111,0.05,f/j/u/,_/_/f/W/_/_/_/,_/_/f/e/u/_/_/_/,12.56980509
fez,121,0.268888889,0.05,f/E/z,_/_/f/E/z/_/_/,_/_/f/e/z/_/_/_/,11
sort,61068,135.7066667,0.449923169,s/O/rt,_/_/s/o/r/t/_/,_/_/s/o/r/t/_/_/,247.1194043
sore,4641,10.31333333,0.221948264,s/oU/r,_/_/s/o/r/_/_/,_/_/s/o/r/e/_/_/,68.12488532
sweat,12331,27.40222222,0.306161643,sw/E/t,_/s/w/E/t/_/_/,_/s/w/e/a/t/_/_/,111.0450359
roux,394,0.875555556,0.057537259,r/u/,_/_/r/u/_/_/_/,_/_/r/o/u/x/_/_/,19.84943324
rout,1790,3.977777778,0.146836753,r/AU/t,_/_/r/A/t/_/_/,_/_/r/o/u/t/_/_/,42.3083916
lope,696,1.546666667,0.085521649,l/oU/p,_/_/l/o/p/_/_/,_/_/l/o/p/e/_/_/,26.38181192
stilt,788,1.751111111,0.092586312,st/I/lt,_/s/t/I/l/t/_/,_/s/t/i/l/t/_/_/,28.0713377
spun,123,0.273333333,0.05,sp/@/n,_/s/p/^/n/_/_/,_/s/p/u/n/_/_/_/,11.09053651
spud,208,0.462222222,0.05,sp/@/d,_/s/p/^/d/_/_/,_/s/p/u/d/_/_/_/,14.4222051
still,359077,797.9488889,0.611441543,st/I/l,_/s/t/I/l/_/_/,_/s/t/i/l/l/_/_/,599.2303397
cake,16327,36.28222222,0.331050884,k/eI/k,_/_/k/e/k/_/_/,_/_/c/a/k/e/_/_/,127.7771498
bronc,28,0.062222222,0.05,br/A/N/k,_/b/r/a/G/k/_/,_/b/r/o/n/c/_/_/,5.291502622
cross,46458,103.24,0.425116966,kr/O/s,_/k/r/a/s/_/_/,_/c/r/o/s/s/_/_/,215.5411794
beast,7082,15.73777778,0.257782867,b/i/st,_/_/b/i/s/t/_/,_/_/b/e/a/s/t/_/,84.1546196
myth,11130,24.73333333,0.297133586,m/I/T/,_/_/m/I/T/_/_/,_/_/m/y/t/h/_/_/,105.4988152
growth,58031,128.9577778,0.445291323,gr/oU/T/,_/g/r/o/T/_/_/,_/g/r/o/w/t/h/_/,240.8962432
trout,5771,12.82444444,0.24028762,tr/AU/t,_/t/r/A/t/_/_/,_/t/r/o/u/t/_/_/,75.96709814
kitsch,450,1,0.063414656,k/I/tS/,_/_/k/I/C/_/_/,_/_/k/i/t/s/c/h/,21.21320344
owl,4232,9.404444444,0.214286243,/AU/l,_/_/_/A/l/_/_/,_/_/_/o/w/l/_/_/,65.05382387
squeak,2083,4.628888889,0.158083237,skw/i/k,s/k/w/i/k/_/_/,_/s/q/u/e/a/k/_/,45.63989483
champ,2735,6.077777778,0.179038375,/tS/&/mp,_/_/C/@/m/p/_/,_/c/h/a/m/p/_/_/,52.29722746
squeal,2215,4.922222222,0.162730799,skw/i/l,s/k/w/i/l/_/_/,_/s/q/u/e/a/l/_/,47.0637865
shank,1185,2.633333333,0.118033302,/S/&/N/k,_/_/S/@/G/k/_/,_/s/h/a/n/k/_/_/,34.42382896
deuce,112,0.248888889,0.05,d/u/s,_/_/d/u/s/_/_/,_/_/d/e/u/c/e/_/,10.58300524
mulch,1998,4.44,0.154960476,m/@/l/tS/,_/_/m/^/l/C/_/,_/_/m/u/l/c/h/_/,44.69899328
sash,822,1.826666667,0.095065023,s/&/S/,_/_/s/@/S/_/_/,_/_/s/a/s/h/_/_/,28.67054237
foul,5366,11.92444444,0.234128837,f/AU/l,_/_/f/A/l/_/_/,_/_/f/o/u/l/_/_/,73.25298629
four,173506,385.5688889,0.545022447,f/oU/r,_/_/f/o/r/_/_/,_/_/f/o/u/r/_/_/,416.5405142
pierce,2296,5.102222222,0.165470065,p/i/rs,_/_/p/i/r/s/_/,_/_/p/i/e/r/c/e/,47.9165942
fur,6608,14.68444444,0.251836249,f/@/r,_/_/f/^/r/_/_/,_/_/f/u/r/_/_/_/,81.28960573
bilk,206,0.457777778,0.05,b/I/lk,_/_/b/I/l/k/_/,_/_/b/i/l/k/_/_/,14.35270009
thong,712,1.582222222,0.086790133,/T/A/N/,_/_/T/a/G/_/_/,_/t/h/o/n/g/_/_/,26.68332813
schist,50,0.111111111,0.05,/S/I/st,_/_/S/I/s/t/_/,s/c/h/i/s/t/_/_/,7.071067812
cull,1029,2.286666667,0.108859194,k/@/l,_/_/k/^/l/_/_/,_/_/c/u/l/l/_/_/,32.07802986
cult,5163,11.47333333,0.230878505,k/@/lt,_/_/k/^/l/t/_/,_/_/c/u/l/t/_/_/,71.85401868
browse,1638,3.64,0.140407964,br/AU/z,_/b/r/A/z/_/_/,_/b/r/o/w/s/e/_/,40.47221269
strike,51672,114.8266667,0.4347597,str/aI/k,s/t/r/Y/k/_/_/,s/t/r/i/k/e/_/_/,227.3147597
shelve,616,1.368888889,0.078901183,/S/E/lv,_/_/S/E/l/v/_/,_/s/h/e/l/v/e/_/,24.81934729
wrought,530,1.177777778,0.071205575,r/O/t,_/_/r/a/t/_/_/,_/w/r/o/u/g/h/t/,23.02172887
slate,5116,11.36888889,0.230109213,sl/eI/t,_/s/l/e/t/_/_/,_/s/l/a/t/e/_/_/,71.52621897
thyme,2883,6.406666667,0.183193807,t/aI/m,_/_/t/Y/m/_/_/,_/t/h/y/m/e/_/_/,53.69357503
rink,1582,3.515555556,0.137920758,r/I/N/k,_/_/r/I/G/k/_/,_/_/r/i/n/k/_/_/,39.7743636
re,5042,11.20444444,0.228884721,r/i/,_/_/r/i/_/_/_/,_/_/r/e/_/_/_/_/,71.0070419
crowned,126,0.28,0.05,kr/AU/nd,_/k/r/A/n/d/_/,_/c/r/o/w/n/e/d/,11.22497216
eared,34,0.075555556,0.05,/i/rd,_/_/_/i/r/d/_/,_/_/_/e/a/r/e/d/,5.830951895
crawl,9746,21.65777778,0.285488627,kr/O/l,_/k/r/a/l/_/_/,_/c/r/a/w/l/_/_/,98.72183143
trek,3467,7.704444444,0.197964845,tr/E/k,_/t/r/E/k/_/_/,_/t/r/e/k/_/_/_/,58.8812364
tree,76572,170.16,0.470486131,tr/i/,_/t/r/i/_/_/_/,_/t/r/e/e/_/_/_/,276.7164614
gripe,1585,3.522222222,0.138055729,gr/aI/p,_/g/r/Y/p/_/_/,_/g/r/i/p/e/_/_/,39.81205847
camp,38808,86.24,0.408829081,k/&/mp,_/_/k/@/m/p/_/,_/_/c/a/m/p/_/_/,196.9974619
pocked,80,0.177777778,0.05,p/A/kt,_/_/p/a/k/t/_/,_/_/p/o/c/k/e/d/,8.94427191
fanged,72,0.16,0.05,f/&/N/d,_/_/f/@/G/d/_/,_/_/f/a/n/g/e/d/,8.485281374
debt,25425,56.5,0.370689743,d/E/t,_/_/d/E/t/_/_/,_/_/d/e/b/t/_/_/,159.4521872
snap,18331,40.73555556,0.3413741,sn/&/p,_/s/n/@/p/_/_/,_/s/n/a/p/_/_/_/,135.3920234
dote,324,0.72,0.05,d/oU/t,_/_/d/o/t/_/_/,_/_/d/o/t/e/_/_/,18
worked,159,0.353333333,0.05,w/@/rkt,_/_/w/^/r/k/t/,_/_/w/o/r/k/e/d/,12.60952021
bis,420,0.933333333,0.060313071,b/I/s,_/_/b/I/s/_/_/,_/_/b/i/s/_/_/_/,20.49390153
quirk,1346,2.991111111,0.12662578,kw/@/rk,_/k/w/^/r/k/_/,_/_/q/u/i/r/k/_/,36.68787266
quirt,40,0.088888889,0.05,kw/@/rt,_/k/w/^/r/t/_/,_/_/q/u/i/r/t/_/,6.32455532
creel,18,0.04,0.05,kr/i/l,_/k/r/i/l/_/_/,_/c/r/e/e/l/_/_/,4.242640687
creek,17799,39.55333333,0.338745152,kr/i/k,_/k/r/i/k/_/_/,_/c/r/e/e/k/_/_/,133.4128929
creed,1736,3.857777778,0.144604219,kr/i/d,_/k/r/i/d/_/_/,_/c/r/e/e/d/_/_/,41.66533331
creep,6605,14.67777778,0.251797353,kr/i/p,_/k/r/i/p/_/_/,_/c/r/e/e/p/_/_/,81.27115109
yoke,783,1.74,0.092216065,/j/oU/k,_/_/j/o/k/_/_/,_/_/y/o/k/e/_/_/,27.98213716
raised,2987,6.637777778,0.186004886,r/eI/zd,_/_/r/e/z/d/_/,_/_/r/a/i/s/e/d/,54.65345369
sob,4932,10.96,0.227033696,s/A/b,_/_/s/a/b/_/_/,_/_/s/o/b/_/_/_/,70.22819946
sod,1624,3.608888889,0.139792473,s/A/d,_/_/s/a/d/_/_/,_/_/s/o/d/_/_/_/,40.29888336
son,92889,206.42,0.488065272,s/@/n,_/_/s/^/n/_/_/,_/_/s/o/n/_/_/_/,304.7769676
sot,108,0.24,0.05,s/A/t,_/_/s/a/t/_/_/,_/_/s/o/t/_/_/_/,10.39230485
sow,1905,4.233333333,0.151417087,s/oU/,_/_/s/o/_/_/_/,_/_/s/o/w/_/_/_/,43.64630569
splotch,427,0.948888889,0.061046236,spl/A/tS/,s/p/l/a/C/_/_/,s/p/l/o/t/c/h/_/,20.66397832
leer,591,1.313333333,0.076730032,l/i/r,_/_/l/i/r/_/_/,_/_/l/e/e/r/_/_/,24.31049156
leek,1312,2.915555556,0.124877221,l/i/k,_/_/l/i/k/_/_/,_/_/l/e/e/k/_/_/,36.22154055
snooze,642,1.426666667,0.08110582,sn/u/z,_/s/n/u/z/_/_/,_/s/n/o/o/z/e/_/,25.33771892
breadth,1926,4.28,0.152229288,br/E/d/T/,_/b/r/E/d/T/_/,_/b/r/e/a/d/t/h/,43.88621651
skate,3498,7.773333333,0.198686051,sk/eI/t,_/s/k/e/t/_/_/,_/s/k/a/t/e/_/_/,59.14389233
spate,801,1.78,0.093542001,sp/eI/t,_/s/p/e/t/_/_/,_/s/p/a/t/e/_/_/,28.3019434
leave,282520,627.8222222,0.589534886,l/i/v,_/_/l/i/v/_/_/,_/_/l/e/a/v/e/_/,531.5261047
sigh,16634,36.96444444,0.332709877,s/aI/,_/_/s/Y/_/_/_/,_/_/s/i/g/h/_/_/,128.9728654
sign,101504,225.5644444,0.496142172,s/aI/n,_/_/s/Y/n/_/_/,_/_/s/i/g/n/_/_/,318.596924
melt,10156,22.56888889,0.289095487,m/E/lt,_/_/m/E/l/t/_/,_/_/m/e/l/t/_/_/,100.7769815
meld,915,2.033333333,0.10152078,m/E/ld,_/_/m/E/l/d/_/,_/_/m/e/l/d/_/_/,30.24896692
fake,8580,19.06666667,0.274378038,f/eI/k,_/_/f/e/k/_/_/,_/_/f/a/k/e/_/_/,92.62828942
scope,11690,25.97777778,0.301454228,sk/oU/p,_/s/k/o/p/_/_/,_/s/c/o/p/e/_/_/,108.1203034
stole,109,0.242222222,0.05,st/oU/l,_/s/t/o/l/_/_/,_/s/t/o/l/e/_/_/,10.44030651
so,1111755,2470.566667,0.714759916,s/oU/,_/_/s/o/_/_/_/,_/_/s/o/_/_/_/_/,1000
nymph,737,1.637777778,0.088737589,n/I/mf,_/_/n/I/m/f/_/,_/_/n/y/m/p/h/_/,27.14774392
torn,1811,4.024444444,0.147690457,t/oU/rn,_/_/t/o/r/n/_/,_/_/t/o/r/n/_/_/,42.55584566
tort,1505,3.344444444,0.134386545,t/O/rt,_/_/t/o/r/t/_/,_/_/t/o/r/t/_/_/,38.79432948
torr,22,0.048888889,0.05,t/O/r,_/_/t/o/r/_/_/,_/_/t/o/r/r/_/_/,4.69041576
hop,7290,16.2,0.260275099,h/A/p,_/_/h/a/p/_/_/,_/_/h/o/p/_/_/_/,85.38149682
square,36607,81.34888889,0.403550408,skw/@/r,s/k/w/E/r/_/_/,_/s/q/u/a/r/e/_/,191.3295586
siege,3286,7.302222222,0.193636498,s/i/dZ/,_/_/s/i/J/_/_/,_/_/s/i/e/g/e/_/,57.32364259
mime,779,1.731111111,0.091918784,m/aI/m,_/_/m/Y/m/_/_/,_/_/m/i/m/e/_/_/,27.91057147
wrath,1662,3.693333333,0.141453552,r/&/T/,_/_/r/@/T/_/_/,_/w/r/a/t/h/_/_/,40.76763422
bite,19434,43.18666667,0.34659529,b/aI/t,_/_/b/Y/t/_/_/,_/_/b/i/t/e/_/_/,139.4058822
cite,21814,48.47555556,0.356938526,s/aI/t,_/_/s/Y/t/_/_/,_/_/c/i/t/e/_/_/,147.695633
slashed,88,0.195555556,0.05,sl/&/S/t,_/s/l/@/S/t/_/,_/s/l/a/s/h/e/d/,9.38083152
damned,3579,7.953333333,0.200544088,d/&/md,_/_/d/@/m/d/_/,_/_/d/a/m/n/e/d/,59.82474404
chert,59,0.131111111,0.05,/tS/@/rt,_/_/C/^/r/t/_/,_/c/h/e/r/t/_/_/,7.681145748
lawn,12218,27.15111111,0.305349178,l/O/n,_/_/l/a/n/_/_/,_/_/l/a/w/n/_/_/,110.5350623
drive,132160,293.6888889,0.520193525,dr/aI/v,_/d/r/Y/v/_/_/,_/d/r/i/v/e/_/_/,363.5381686
squint,4344,9.653333333,0.216448998,skw/I/nt,s/k/w/I/n/t/_/,_/s/q/u/i/n/t/_/,65.90902821
bright,34748,77.21777778,0.398841703,br/aI/t,_/b/r/Y/t/_/_/,_/b/r/i/g/h/t/_/,186.4081543
scarce,3524,7.831111111,0.19928658,sk/@/rs,_/s/k/E/r/s/_/,_/s/c/a/r/c/e/_/,59.36328832
clank,759,1.686666667,0.090417717,kl/&/N/k,_/k/l/@/G/k/_/,_/c/l/a/n/k/_/_/,27.54995463
clang,994,2.208888889,0.106668134,kl/&/N/,_/k/l/@/G/_/_/,_/c/l/a/n/g/_/_/,31.52776554
priest,16908,37.57333333,0.334165556,pr/i/st,_/p/r/i/s/t/_/,_/p/r/i/e/s/t/_/,130.0307656
screed,139,0.308888889,0.05,skr/i/d,s/k/r/i/d/_/_/,s/c/r/e/e/d/_/_/,11.78982612
oust,1891,4.202222222,0.150871586,/AU/st,_/_/_/A/s/t/_/,_/_/_/o/u/s/t/_/,43.48562981
mane,1147,2.548888889,0.115881876,m/eI/n,_/_/m/e/n/_/_/,_/_/m/a/n/e/_/_/,33.86738844
gist,567,1.26,0.074596104,/dZ/I/st,_/_/J/I/s/t/_/,_/_/g/i/s/t/_/_/,23.8117618
purse,8340,18.53333333,0.271913566,p/@/rs,_/_/p/^/r/s/_/,_/_/p/u/r/s/e/_/,91.32360045
barbed,1340,2.977777778,0.126319629,b/A/rbd,_/_/b/a/r/b/d/,_/_/b/a/r/b/e/d/,36.60601044
veal,1113,2.473333333,0.113913071,v/i/l,_/_/v/i/l/_/_/,_/_/v/e/a/l/_/_/,33.36165464
poach,1315,2.922222222,0.125032857,p/oU/tS/,_/_/p/o/C/_/_/,_/_/p/o/a/c/h/_/,36.26292873
rest,87765,195.0333333,0.482899766,r/E/st,_/_/r/E/s/t/_/,_/_/r/e/s/t/_/_/,296.2515823
dart,5081,11.29111111,0.229532103,d/A/rt,_/_/d/a/r/t/_/,_/_/d/a/r/t/_/_/,71.28113355
dark,74190,164.8666667,0.467612078,d/A/rk,_/_/d/a/r/k/_/,_/_/d/a/r/k/_/_/,272.3784132
snarl,1783,3.962222222,0.146550405,sn/A/rl,_/s/n/a/r/l/_/,_/s/n/a/r/l/_/_/,42.22558466
snark,27,0.06,0.05,sn/@/rk,_/s/n/a/r/k/_/,_/s/n/a/r/k/_/_/,5.196152423
darn,1770,3.933333333,0.146016227,d/A/rn,_/_/d/a/r/n/_/,_/_/d/a/r/n/_/_/,42.07136794
dare,9961,22.13555556,0.287397749,d/@/r,_/_/d/E/r/_/_/,_/_/d/a/r/e/_/_/,99.8048095
vale,487,1.082222222,0.067100573,v/eI/l,_/_/v/e/l/_/_/,_/_/v/a/l/e/_/_/,22.06807649
zest,2244,4.986666667,0.163720976,z/E/st,_/_/z/E/s/t/_/,_/_/z/e/s/t/_/_/,47.37087713
legged,112,0.248888889,0.05,l/E/gd,_/_/l/E/g/d/_/,_/_/l/e/g/g/e/d/,10.58300524
hew,493,1.095555556,0.067684541,h/j/u/,_/_/h/W/_/_/_/,_/_/h/e/w/_/_/_/,22.20360331
hep,81,0.18,0.05,h/E/p,_/_/h/E/p/_/_/,_/_/h/e/p/_/_/_/,9
her,1589146,3531.435556,0.74743352,h/@/r,_/_/h/^/r/_/_/,_/_/h/e/r/_/_/_/,1000
hex,345,0.766666667,0.052065326,h/E/ks,_/_/h/E/k/s/_/,_/_/h/e/x/_/_/_/,18.57417562
hey,32026,71.16888889,0.391478024,h/eI/,_/_/h/e/_/_/_/,_/_/h/e/y/_/_/_/,178.9580957
hem,2090,4.644444444,0.158335717,h/E/m,_/_/h/E/m/_/_/,_/_/h/e/m/_/_/_/,45.7165178
heh,627,1.393333333,0.079840406,h/E/,_/_/h/E/_/_/_/,_/_/h/e/h/_/_/_/,25.03996805
whiz,1084,2.408888889,0.112199652,w/I/z,_/_/w/I/z/_/_/,_/w/h/i/z/_/_/_/,32.92415527
laird,180,0.4,0.05,l/@/rd,_/_/l/E/r/d/_/,_/_/l/a/i/r/d/_/,13.41640786
fright,1109,2.464444444,0.113678636,fr/aI/t,_/f/r/Y/t/_/_/,_/f/r/i/g/h/t/_/,33.30165161
tight,24164,53.69777778,0.366118832,t/aI/t,_/_/t/Y/t/_/_/,_/_/t/i/g/h/t/_/,155.4477404
snitch,450,1,0.063414656,sn/I/tS/,_/s/n/I/C/_/_/,_/s/n/i/t/c/h/_/,21.21320344
mask,14627,32.50444444,0.321276442,m/&/sk,_/_/m/@/s/k/_/,_/_/m/a/s/k/_/_/,120.9421349
mash,1778,3.951111111,0.146345321,m/&/S/,_/_/m/@/S/_/_/,_/_/m/a/s/h/_/_/,42.16633728
mast,1308,2.906666667,0.124669293,m/&/st,_/_/m/@/s/t/_/,_/_/m/a/s/t/_/_/,36.16628264
mass,39049,86.77555556,0.409388998,m/&/s,_/_/m/@/s/_/_/,_/_/m/a/s/s/_/_/,197.6081982
sin,11376,25.28,0.299056758,s/i/n,_/_/s/I/n/_/_/,_/_/s/i/n/_/_/_/,106.658333
retch,309,0.686666667,0.05,r/E/tS/,_/_/r/E/C/_/_/,_/_/r/e/t/c/h/_/,17.57839583
to,11733607,26074.68222,0.930319478,t/u/,_/_/t/u/_/_/_/,_/_/t/o/_/_/_/_/,1000
tail,12757,28.34888889,0.309161288,t/eI/l,_/_/t/e/l/_/_/,_/_/t/a/i/l/_/_/,112.9468902
ta,8757,19.46,0.276153976,t/A/,_/_/t/a/_/_/_/,_/_/t/a/_/_/_/_/,93.57884376
heist,406,0.902222222,0.058828876,h/aI/st,_/_/h/Y/s/t/_/,_/_/h/e/i/s/t/_/,20.14944168
ringed,159,0.353333333,0.05,r/I/N/d,_/_/r/I/G/d/_/,_/_/r/i/n/g/e/d/,12.60952021
gosh,3513,7.806666667,0.199032991,g/A/S/,_/_/g/a/S/_/_/,_/_/g/o/s/h/_/_/,59.27056605
fleece,1008,2.24,0.107550865,fl/i/s,_/f/l/i/s/_/_/,_/f/l/e/e/c/e/_/,31.74901573
scam,2671,5.935555556,0.177181276,sk/&/m,_/s/k/@/m/_/_/,_/s/c/a/m/_/_/_/,51.68171824
scan,13071,29.04666667,0.311310985,sk/&/n,_/s/k/@/n/_/_/,_/s/c/a/n/_/_/_/,114.3284741
scab,740,1.644444444,0.088968522,sk/&/b,_/s/k/@/b/_/_/,_/s/c/a/b/_/_/_/,27.20294102
scad,156,0.346666667,0.05,sk/&/d,_/s/k/@/d/_/_/,_/s/c/a/d/_/_/_/,12.489996
scar,7449,16.55333333,0.26213546,sk/A/r,_/s/k/a/r/_/_/,_/s/c/a/r/_/_/_/,86.30758947
scat,408,0.906666667,0.059042384,sk/&/t,_/s/k/@/t/_/_/,_/s/c/a/t/_/_/_/,20.19900988
shelved,47,0.104444444,0.05,/S/E/lvd,_/_/S/E/l/v/d/,_/s/h/e/l/v/e/d/,6.8556546
mousse,808,1.795555556,0.094052497,m/u/s,_/_/m/u/s/_/_/,_/_/m/o/u/s/s/e/,28.42534081
brit,597,1.326666667,0.077255827,br/i/t,_/b/r/i/t/_/_/,_/b/r/i/t/_/_/_/,24.43358345
brim,2321,5.157777778,0.166299217,br/I/m,_/b/r/I/m/_/_/,_/b/r/i/m/_/_/_/,48.17675788
brig,844,1.875555556,0.096633835,br/I/g,_/b/r/I/g/_/_/,_/b/r/i/g/_/_/_/,29.05167809
brie,181,0.402222222,0.05,br/i/,_/b/r/i/_/_/_/,_/b/r/i/e/_/_/_/,13.45362405
laced,40,0.088888889,0.05,l/eI/st,_/_/l/e/s/t/_/,_/_/l/a/c/e/d/_/,6.32455532
wry,1185,2.633333333,0.118033302,r/aI/,_/_/r/Y/_/_/_/,_/w/r/y/_/_/_/_/,34.42382896
fount,121,0.268888889,0.05,f/AU/nt,_/_/f/A/n/t/_/,_/_/f/o/u/n/t/_/,11
found,13112,29.13777778,0.311587987,f/AU/nd,_/_/f/A/n/d/_/,_/_/f/o/u/n/d/_/,114.5076417
foal,308,0.684444444,0.05,f/oU/l,_/_/f/o/l/_/_/,_/_/f/o/a/l/_/_/,17.54992877
guess,59350,131.8888889,0.447331849,g/E/s,_/_/g/E/s/_/_/,_/_/g/u/e/s/s/_/,243.6185543
guest,34132,75.84888889,0.397226395,g/E/st,_/_/g/E/s/t/_/,_/_/g/u/e/s/t/_/,184.7484777
jet,16434,36.52,0.331632521,/dZ/E/t,_/_/J/E/t/_/_/,_/_/j/e/t/_/_/_/,128.1951637
grooved,71,0.157777778,0.05,gr/u/vd,_/g/r/u/v/d/_/,_/g/r/o/o/v/e/d/,8.426149773
taught,197,0.437777778,0.05,t/O/t,_/_/t/a/t/_/_/,_/_/t/a/u/g/h/t/,14.03566885
chomp,509,1.131111111,0.069223808,/tS/A/mp,_/_/C/a/m/p/_/,_/c/h/o/m/p/_/_/,22.56102835
frail,2039,4.531111111,0.156480061,fr/eI/l,_/f/r/e/l/_/_/,_/f/r/a/i/l/_/_/,45.15528762
golf,23076,51.28,0.361982732,g/A/lf,_/_/g/a/l/f/_/,_/_/g/o/l/f/_/_/,151.9078668
freight,2303,5.117777778,0.165702986,fr/eI/t,_/f/r/e/t/_/_/,_/f/r/e/i/g/h/t/,47.9895822
cry,39589,87.97555556,0.410631279,kr/aI/,_/k/r/Y/_/_/_/,_/c/r/y/_/_/_/_/,198.969847
jade,1419,3.153333333,0.130270805,/dZ/eI/d,_/_/J/e/d/_/_/,_/_/j/a/d/e/_/_/,37.6696164
death,107125,238.0555556,0.501052018,d/E/T/,_/_/d/E/T/_/_/,_/_/d/e/a/t/h/_/,327.299557
thou,2338,5.195555556,0.166858778,/D/AU/,_/_/D/A/_/_/_/,_/t/h/o/u/_/_/_/,48.35286961
church,97580,216.8444444,0.492551435,/tS/@/r/tS/,_/_/C/^/r/C/_/,_/c/h/u/r/c/h/_/,312.3779762
sine,384,0.853333333,0.056446805,s/aI/n,_/_/s/Y/n/_/_/,_/_/s/i/n/e/_/_/,19.59591794
glitz,444,0.986666667,0.062802694,gl/I/ts,_/g/l/I/t/s/_/,_/g/l/i/t/z/_/_/,21.07130751
amp,722,1.604444444,0.087574097,/&/mp,_/_/_/@/m/p/_/,_/_/_/a/m/p/_/_/,26.87005769
scape,107,0.237777778,0.05,sk/eI/p,_/s/k/e/p/_/_/,_/s/c/a/p/e/_/_/,10.34408043
palp,30,0.066666667,0.05,p/&/lp,_/_/p/@/l/p/_/,_/_/p/a/l/p/_/_/,5.477225575
palm,19205,42.67777778,0.345535527,p/A/m,_/_/p/a/m/_/_/,_/_/p/a/l/m/_/_/,138.5821056
pall,454,1.008888889,0.063820369,p/O/l,_/_/p/a/l/_/_/,_/_/p/a/l/l/_/_/,21.30727575
sprint,4598,10.21777778,0.221172249,spr/I/nt,s/p/r/I/n/t/_/,s/p/r/i/n/t/_/_/,67.80855403
