wordform,sum_freq,norm_freq,log_freq,sqrt_freq_raw,sqrt_freq,bcLambda_0.0,bcLambda_0.1,bcLambda_0.2,bcLambda_0.3,bcLambda_0.4,bcLambda_0.5,bcLambda_0.6,bcLambda_0.7,bcLambda_0.8,bcLambda_0.9,bcLambda_1.0,Moby_pron,Rep_P,Rep_O
rip,2766,6.146666667,0.179924534,52.59277517,0.000132992,0.000256008,0.000245488,0.000225936,0.000196822,0.000160483,0.000121631,8.55E-05,5.58E-05,3.41E-05,1.95E-05,1.06E-05,r/I/p,_/_/r/I/p/_/_/,_/_/r/i/p/_/_/_/
ripe,3954,8.786666667,0.208686065,62.88083969,0.000159007,0.000267551,0.000261805,0.000246988,0.000221371,0.000186222,0.000145886,0.000106116,7.18E-05,4.53E-05,2.70E-05,1.52E-05,r/aI/p,_/_/r/Y/p/_/_/,_/_/r/i/p/e/_/_/
rise,33157,73.68222222,0.394609936,182.0906368,0.000460454,0.000336245,0.000371957,0.000408776,0.000436937,0.000445395,0.000426926,0.000382022,0.000318743,0.000248814,0.000182858,0.000127492,r/aI/z,_/_/r/Y/z/_/_/,_/_/r/i/s/e/_/_/
risk,64365,143.0333333,0.454699506,253.7025818,0.000641539,0.000357672,0.000411393,0.000475029,0.000537571,0.00058287,0.000595753,0.000569127,0.000507228,0.000423036,0.000332198,0.000247494,r/I/sk,_/_/r/I/s/k/_/,_/_/r/i/s/k/_/_/
rite,1898,4.217777778,0.151144743,43.56604182,0.000110166,0.000243843,0.00022891,0.000205318,0.000173645,0.000137056,0.000100351,6.81E-05,4.28E-05,2.52E-05,1.39E-05,7.29E-06,r/aI/t,_/_/r/Y/t/_/_/,_/_/r/i/t/e/_/_/
road,78921,175.38,0.473234611,280.9288166,0.000710387,0.000364258,0.000424048,0.000497223,0.000572747,0.000632993,0.000659939,0.000643281,0.00058507,0.000497991,0.000399107,0.000303465,r/oU/d,_/_/r/o/d/_/_/,_/_/r/o/a/d/_/_/
roam,1424,3.164444444,0.130515229,37.73592453,9.54E-05,0.000234561,0.000216674,0.000190599,0.000157642,0.000121412,8.66E-05,5.72E-05,3.50E-05,2.00E-05,1.07E-05,5.47E-06,r/oU/m,_/_/r/o/m/_/_/,_/_/r/o/a/m/_/_/
roan,255,0.566666667,0.05,15.96871942,4.04E-05,0.000179001,0.000150349,0.000118171,8.60E-05,5.75E-05,3.53E-05,1.99E-05,1.03E-05,5.01E-06,2.27E-06,9.77E-07,r/oU/n,_/_/r/o/n/_/_/,_/_/r/o/a/n/_/_/
roar,3666,8.146666667,0.202498603,60.54750201,0.000153107,0.000265108,0.000258303,0.000242406,0.000215954,0.000180463,0.000140385,0.000101375,6.81E-05,4.27E-05,2.52E-05,1.41E-05,r/oU/r,_/_/r/o/r/_/_/,_/_/r/o/a/r/_/_/
roast,4497,9.993333333,0.219323203,67.05967492,0.000169574,0.000271708,0.000267826,0.000254945,0.000230877,0.00019643,0.000155737,0.000114693,7.86E-05,5.03E-05,3.03E-05,1.73E-05,r/oU/st,_/_/r/o/s/t/_/,_/_/r/o/a/s/t/_/
rob,1619,3.597777778,0.139571647,40.23679908,0.000101747,0.000238707,0.000222096,0.000197069,0.00016462,0.000128178,9.25E-05,6.18E-05,3.83E-05,2.22E-05,1.21E-05,6.22E-06,r/A/b,_/_/r/a/b/_/_/,_/_/r/o/b/_/_/_/
robe,3516,7.813333333,0.199102221,59.29586832,0.000149942,0.000263759,0.00025638,0.000239904,0.000213014,0.000177356,0.000137434,9.88E-05,6.61E-05,4.13E-05,2.43E-05,1.35E-05,r/oU/b,_/_/r/o/b/_/_/,_/_/r/o/b/e/_/_/
rock,41586,92.41333333,0.415084222,203.9264573,0.00051567,0.000343562,0.000385131,0.000430419,0.000469075,0.000488302,0.000478404,0.000437742,0.000373546,0.000298256,0.00022421,0.000159904,r/A/k,_/_/r/a/k/_/_/,_/_/r/o/c/k/_/_/
rod,7877,17.50444444,0.266963015,88.75246475,0.000224429,0.000289815,0.000294975,0.000292099,0.000276843,0.000247569,0.000206879,0.000160843,0.000116406,7.88E-05,5.01E-05,3.03E-05,r/A/d,_/_/r/a/d/_/_/,_/_/r/o/d/_/_/_/
rode,6615,14.7,0.25192694,81.33265027,0.000205666,0.000284175,0.000286354,0.000280076,0.000261687,0.000230393,0.000189386,0.000144771,0.000102988,6.85E-05,4.29E-05,2.54E-05,r/oU/d,_/_/r/o/d/_/_/,_/_/r/o/d/e/_/_/
rogue,2299,5.108888889,0.165569961,47.94788838,0.000121246,0.000250035,0.000237269,0.000215618,0.000185114,0.000148538,0.000110681,7.64E-05,4.90E-05,2.94E-05,1.65E-05,8.84E-06,r/oU/g,_/_/r/o/g/_/_/,_/_/r/o/g/u/e/_/
roil,127,0.282222222,0.05,11.26942767,2.85E-05,0.000156483,0.000126553,9.52E-05,6.60E-05,4.18E-05,2.42E-05,1.28E-05,6.27E-06,2.84E-06,1.21E-06,4.84E-07,r/Oi/l,_/_/r/O/l/_/_/,_/_/r/o/i/l/_/_/
role,84951,188.78,0.479933798,291.4635483,0.000737026,0.000366636,0.000428683,0.000505463,0.000585988,0.000652123,0.000684775,0.000672369,0.000616026,0.000528208,0.00042645,0.000326652,r/oU/l,_/_/r/o/l/_/_/,_/_/r/o/l/e/_/_/
roll,22051,49.00222222,0.357907267,148.4957912,0.000375502,0.000323069,0.000348975,0.00037219,0.000384293,0.000377285,0.000347725,0.000298927,0.000239519,0.000179522,0.000126667,8.48E-05,r/oU/l,_/_/r/o/l/_/_/,_/_/r/o/l/l/_/_/
romp,561,1.246666667,0.074054754,23.68543856,5.99E-05,0.000204471,0.000179342,0.000148303,0.000114301,8.15E-05,5.35E-05,3.24E-05,1.81E-05,9.46E-06,4.64E-06,2.15E-06,r/A/mp,_/_/r/a/m/p/_/,_/_/r/o/m/p/_/_/
rood,77,0.171111111,0.05,8.774964387,2.22E-05,0.000140319,0.000110466,8.06E-05,5.40E-05,3.30E-05,1.83E-05,9.31E-06,4.35E-06,1.88E-06,7.63E-07,2.92E-07,r/u/d,_/_/r/u/d/_/_/,_/_/r/o/o/d/_/_/
roof,16380,36.4,0.331339447,127.984374,0.000323635,0.000313465,0.000332804,0.000347343,0.000349785,0.000334195,0.000299369,0.000249969,0.000194477,0.00014151,9.69E-05,6.30E-05,r/u/f,_/_/r/u/f/_/_/,_/_/r/o/o/f/_/_/
rook,197,0.437777778,0.05,14.03566885,3.55E-05,0.000170665,0.000141346,0.000109297,7.81E-05,5.12E-05,3.07E-05,1.69E-05,8.60E-06,4.06E-06,1.80E-06,7.54E-07,r/U/k,_/_/r/U/k/_/_/,_/_/r/o/o/k/_/_/
room,175405,389.7888889,0.546015769,418.8138011,0.001059057,0.000390057,0.000476187,0.000593426,0.000733259,0.00087389,0.000985007,0.001039204,0.001023463,0.000943464,0.000818959,0.000674468,r/u/m,_/_/r/u/m/_/_/,_/_/r/o/o/m/_/_/
roost,776,1.724444444,0.091695188,27.85677655,7.04E-05,0.000214951,0.000191952,0.000162149,0.000128043,9.37E-05,6.33E-05,3.95E-05,2.28E-05,1.23E-05,6.21E-06,2.98E-06,r/u/st,_/_/r/u/s/t/_/,_/_/r/o/o/s/t/_/
root,11085,24.63333333,0.29677737,105.2853266,0.000266236,0.000300851,0.000312284,0.000316875,0.000308895,0.000284852,0.000245855,0.000197605,0.000147914,0.000103528,6.82E-05,4.26E-05,r/u/t,_/_/r/u/t/_/_/,_/_/r/o/o/t/_/_/
rope,7915,17.58888889,0.267379568,88.96628575,0.00022497,0.000289971,0.000295214,0.000292437,0.000277272,0.00024806,0.000207383,0.00016131,0.000116799,7.91E-05,5.04E-05,3.04E-05,r/oU/p,_/_/r/o/p/_/_/,_/_/r/o/p/e/_/_/
rose,10983,24.40666667,0.295964775,104.7998092,0.000265008,0.000300553,0.000311808,0.000316182,0.000307983,0.000283775,0.000244711,0.000196508,0.000146959,0.000102764,6.76E-05,4.22E-05,r/oU/z,_/_/r/o/z/_/_/,_/_/r/o/s/e/_/_/
rot,1726,3.835555556,0.144184741,41.54515616,0.000105056,0.000240774,0.000224826,0.000200358,0.000168201,0.000131684,9.56E-05,6.42E-05,4.01E-05,2.33E-05,1.28E-05,6.63E-06,r/A/t,_/_/r/a/t/_/_/,_/_/r/o/t/_/_/_/
rote,769,1.708888889,0.091171329,27.73084925,7.01E-05,0.000214658,0.000191594,0.00016175,0.000127641,9.34E-05,6.30E-05,3.93E-05,2.27E-05,1.22E-05,6.16E-06,2.95E-06,r/oU/t,_/_/r/o/t/_/_/,_/_/r/o/t/e/_/_/
rouge,1563,3.473333333,0.137061285,39.5347948,1.00E-04,0.00023757,0.000220602,0.000195278,0.000162679,0.000126287,9.08E-05,6.05E-05,3.74E-05,2.16E-05,1.17E-05,6.01E-06,r/u/Z/,_/_/r/u/B/_/_/,_/_/r/o/u/g/e/_/
rough,13799,30.66444444,0.316108863,117.4691449,0.000297045,0.000307926,0.000323695,0.00033367,0.000331238,0.000311576,0.000274579,0.000225459,0.000172456,0.000123363,8.31E-05,5.31E-05,r/@/f,_/_/r/^/f/_/_/,_/_/r/o/u/g/h/_/
round,33453,74.34,0.395412206,182.9016129,0.000462505,0.000336532,0.000372469,0.000409607,0.000438157,0.000447007,0.000428838,0.000384068,0.000320733,0.00025059,0.000184326,0.00012863,r/AU/nd,_/_/r/A/n/d/_/,_/_/r/o/u/n/d/_/
rouse,517,1.148888889,0.069983837,22.737634,5.75E-05,0.000201832,0.000176231,0.000144956,0.000111047,7.86E-05,5.12E-05,3.08E-05,1.71E-05,8.86E-06,4.31E-06,1.98E-06,r/AU/z,_/_/r/A/z/_/_/,_/_/r/o/u/s/e/_/
roust,186,0.413333333,0.05,13.6381817,3.45E-05,0.000168809,0.000139373,0.000107383,7.64E-05,4.99E-05,2.98E-05,1.63E-05,8.25E-06,3.88E-06,1.71E-06,7.11E-07,r/u/st,_/_/r/A/s/t/_/,_/_/r/o/u/s/t/_/
rout,808,1.795555556,0.094052497,28.42534081,7.19E-05,0.000216256,0.000193551,0.000163937,0.00012985,9.54E-05,6.47E-05,4.05E-05,2.35E-05,1.27E-05,6.45E-06,3.10E-06,r/AU/t,_/_/r/A/t/_/_/,_/_/r/o/u/t/_/_/
route,15635,34.74444444,0.32719725,125.0399936,0.000316189,0.000311961,0.000330316,0.000343584,0.000344655,0.0003279,0.000292427,0.000243064,0.000188235,0.000136335,9.29E-05,6.01E-05,r/u/t,_/_/r/u/t/_/_/,_/_/r/o/u/t/e/_/
roux,394,0.875555556,0.057537259,19.84943324,5.02E-05,0.000193056,0.000166065,0.00013421,0.00010078,6.98E-05,4.44E-05,2.60E-05,1.41E-05,7.12E-06,3.37E-06,1.51E-06,r/u/,_/_/r/u/_/_/_/,_/_/r/o/u/x/_/_/
row,17481,38.84666667,0.337136864,132.2157328,0.000334335,0.000315566,0.000336302,0.000352654,0.000357075,0.000343191,0.000309344,0.000259948,0.000203548,0.000149072,0.000102772,6.72E-05,r/AU/,_/_/r/o/_/_/_/,_/_/r/o/w/_/_/_/
rub,4783,10.62888889,0.22446514,69.15923655,0.000174883,0.0002737,0.000270738,0.000258831,0.000235563,0.00020151,0.000160687,0.000119044,8.20E-05,5.28E-05,3.20E-05,1.84E-05,r/@/b,_/_/r/^/b/_/_/,_/_/r/u/b/_/_/_/
rude,3392,7.537777778,0.196196108,58.24087911,0.000147274,0.000262599,0.000254733,0.000237771,0.000210516,0.000174727,0.000134947,9.67E-05,6.44E-05,4.01E-05,2.35E-05,1.30E-05,rYd,_/_/r/u/d/_/_/,_/_/r/u/d/e/_/_/
rue,223,0.495555556,0.05,14.93318452,3.78E-05,0.000174669,0.000145642,0.000113503,8.18E-05,5.41E-05,3.28E-05,1.83E-05,9.40E-06,4.49E-06,2.01E-06,8.54E-07,r/u/,_/_/r/u/_/_/_/,_/_/r/u/e/_/_/_/
ruffed,130,0.288888889,0.05,11.40175425,2.88E-05,0.000157237,0.000127323,9.59E-05,6.66E-05,4.23E-05,2.45E-05,1.30E-05,6.37E-06,2.90E-06,1.23E-06,4.96E-07,r/@/ft,_/_/r/^/f/t/_/,_/_/r/u/f/f/e/d/
rug,3899,8.664444444,0.207536309,62.44197306,0.000157897,0.000267099,0.000261155,0.000246134,0.000220359,0.000185142,0.000144851,0.000105222,7.11E-05,4.48E-05,2.66E-05,1.50E-05,r/@/g,_/_/r/^/g/_/_/,_/_/r/u/g/_/_/_/
rule,33743,74.98444444,0.396191449,183.6926781,0.000464505,0.000336811,0.000372966,0.000410415,0.000439345,0.000448577,0.000430703,0.000386066,0.000322678,0.000252327,0.000185764,0.000129746,r/u/l,_/_/r/u/l/_/_/,_/_/r/u/l/e/_/_/
rum,2050,4.555555556,0.156883496,45.27692569,0.000114492,0.000246332,0.00023225,0.00020941,0.000178176,0.000141566,0.000104384,7.13E-05,4.52E-05,2.68E-05,1.49E-05,7.88E-06,r/@/m,_/_/r/^/m/_/_/,_/_/r/u/m/_/_/_/
rumble,1551,3.446666667,0.136514269,39.38273734,9.96E-05,0.000237321,0.000220276,0.000194888,0.000162257,0.000125877,9.05E-05,6.02E-05,3.72E-05,2.14E-05,1.16E-05,5.96E-06,r/@/mbl,_/_/r/^/m/b/l/,_/_/r/u/m/b/l/e/
rump,609,1.353333333,0.078298437,24.67792536,6.24E-05,0.000207123,0.000182494,0.000151722,0.000117653,8.44E-05,5.58E-05,3.40E-05,1.92E-05,1.01E-05,4.99E-06,2.34E-06,r/@/mp,_/_/r/^/m/p/_/,_/_/r/u/m/p/_/_/
run,114515,254.4777778,0.507130432,338.4006501,0.000855716,0.000376283,0.000447833,0.000540156,0.000642796,0.000735757,0.000795431,0.000804457,0.000759301,0.000670765,0.000557952,0.000440332,r/@/n,_/_/r/^/n/_/_/,_/_/r/u/n/_/_/_/
rune,131,0.291111111,0.05,11.44552314,2.89E-05,0.000157485,0.000127577,9.62E-05,6.68E-05,4.24E-05,2.46E-05,1.31E-05,6.41E-06,2.91E-06,1.24E-06,5.00E-07,r/u/n,_/_/r/u/n/_/_/,_/_/r/u/n/e/_/_/
rung,1035,2.3,0.109229591,32.17141588,8.14E-05,0.000224254,0.000203493,0.000175216,0.000141415,0.000106021,7.35E-05,4.71E-05,2.80E-05,1.55E-05,8.06E-06,3.98E-06,r/@/N/,_/_/r/^/G/_/_/,_/_/r/u/n/g/_/_/
runt,177,0.393333333,0.05,13.3041347,3.36E-05,0.000167206,0.000137678,0.000105748,7.50E-05,4.87E-05,2.90E-05,1.58E-05,7.96E-06,3.72E-06,1.63E-06,6.77E-07,r/@/nt,_/_/r/^/n/t/_/,_/_/r/u/n/t/_/_/
ruse,572,1.271111111,0.075044796,23.91652149,6.05E-05,0.000205098,0.000180085,0.000149106,0.000115087,8.21E-05,5.40E-05,3.28E-05,1.84E-05,9.61E-06,4.72E-06,2.20E-06,r/u/z,_/_/r/u/z/_/_/,_/_/r/u/s/e/_/_/
rush,12692,28.20444444,0.308709906,112.6587768,0.000284881,0.000305225,0.000319308,0.00032717,0.000322533,0.000301095,0.000263238,0.000214389,0.000162639,0.000115376,7.70E-05,4.88E-05,r/@/S/,_/_/r/^/S/_/_/,_/_/r/u/s/h/_/_/
rust,2091,4.646666667,0.158371729,45.72745346,0.000115631,0.000246971,0.000233113,0.000210473,0.000179357,0.000142748,0.000105446,7.22E-05,4.59E-05,2.72E-05,1.52E-05,8.04E-06,r/@/st,_/_/r/^/s/t/_/,_/_/r/u/s/t/_/_/
rut,1149,2.553333333,0.115996379,33.89690251,8.57E-05,0.00022763,0.000207764,0.000180146,0.000146559,0.000110847,7.76E-05,5.02E-05,3.01E-05,1.68E-05,8.85E-06,4.41E-06,r/@/t,_/_/r/^/t/_/_/,_/_/r/u/t/_/_/_/
rye,790,1.755555556,0.092733993,28.10693865,7.11E-05,0.000215528,0.000192659,0.000162938,0.00012884,9.44E-05,6.39E-05,3.99E-05,2.31E-05,1.25E-05,6.32E-06,3.03E-06,r/aI/,_/_/r/Y/_/_/_/,_/_/r/y/e/_/_/_/
sac,750,1.666666667,0.089734117,27.38612788,6.93E-05,0.00021385,0.000190608,0.000160652,0.000126536,9.24E-05,6.22E-05,3.87E-05,2.23E-05,1.20E-05,6.03E-06,2.88E-06,s/&/k,_/_/s/@/k/_/_/,_/_/s/a/c/_/_/_/
sack,4324,9.608888889,0.216066523,65.75712889,0.00016628,0.000270441,0.000265982,0.000252498,0.00022794,0.000193262,0.000152667,0.000112008,7.64E-05,4.87E-05,2.92E-05,1.66E-05,s/&/k,_/_/s/@/k/_/_/,_/_/s/a/c/k/_/_/
sad,17654,39.23111111,0.338015318,132.8683559,0.000335985,0.000315884,0.000336833,0.000353464,0.000358191,0.000344573,0.000310883,0.000261493,0.000204957,0.000150252,0.000103687,6.79E-05,s/&/d,_/_/s/@/d/_/_/,_/_/s/a/d/_/_/_/
safe,39143,86.98444444,0.409606463,197.8458996,0.000500294,0.000341606,0.00038158,0.000424538,0.00046027,0.00047645,0.000464069,0.0004221,0.000358037,0.000284152,0.000212319,0.00015051,s/eI/f,_/_/s/e/f/_/_/,_/_/s/a/f/e/_/_/
sag,945,2.1,0.103509728,30.7408523,7.77E-05,0.000221316,0.000199812,0.000171007,0.000137065,0.000101981,7.01E-05,4.45E-05,2.62E-05,1.44E-05,7.42E-06,3.63E-06,s/&/g,_/_/s/@/g/_/_/,_/_/s/a/g/_/_/_/
sage,4470,9.933333333,0.218822508,66.8580586,0.000169064,0.000271514,0.000267543,0.000254568,0.000230424,0.00019594,0.000155262,0.000114277,7.82E-05,5.00E-05,3.01E-05,1.72E-05,s/eI/dZ/,_/_/s/e/J/_/_/,_/_/s/a/g/e/_/_/
said,2304,5.12,0.165736212,48,0.000121378,0.000250105,0.000237365,0.000215737,0.000185248,0.000148674,0.000110804,7.65E-05,4.91E-05,2.94E-05,1.66E-05,8.86E-06,s/E/d,_/_/s/E/d/_/_/,_/_/s/a/i/d/_/_/
sail,3689,8.197777778,0.20300841,60.73713856,0.000153586,0.00026531,0.000258592,0.000242782,0.000216397,0.000180933,0.000140832,0.000101759,6.84E-05,4.29E-05,2.53E-05,1.42E-05,s/eI/l,_/_/s/e/l/_/_/,_/_/s/a/i/l/_/_/
saint,2817,6.26,0.181363986,53.07541804,0.000134212,0.000256599,0.000246308,0.000226976,0.000198015,0.000161712,0.000122769,8.64E-05,5.66E-05,3.46E-05,1.99E-05,1.08E-05,s/eI/nt,_/_/s/e/n/t/_/,_/_/s/a/i/n/t/_/
sake,9717,21.59333333,0.285228042,98.57484466,0.000249267,0.000296597,0.00030554,0.000307122,0.000296147,0.000269872,0.000230035,0.000182533,0.000134867,9.32E-05,6.06E-05,3.74E-05,s/eI/k,_/_/s/e/k/_/_/,_/_/s/a/k/e/_/_/
sale,17832,39.62666667,0.338910442,133.5365119,0.000337675,0.000316208,0.000337375,0.000354291,0.000359331,0.000345987,0.000312458,0.000263077,0.000206403,0.000151463,0.000104628,6.86E-05,s/eI/l,_/_/s/e/l/_/_/,_/_/s/a/l/e/_/_/
sales,36707,81.57111111,0.40379696,191.5907096,0.000484477,0.000339531,0.000377836,0.000418374,0.000451099,0.000464182,0.000449322,0.000406108,0.000342281,0.000269912,0.000200388,0.000141143,s/eI/lz,_/_/s/e/l/z/_/,_/_/s/a/l/e/s/_/
salt,30529,67.84222222,0.387160541,174.725499,0.00044183,0.000333577,0.000367229,0.000401126,0.000425753,0.000430695,0.000409562,0.000363519,0.000300828,0.000232904,0.000169759,0.000117387,s/A/lt,_/_/s/a/l/t/_/,_/_/s/a/l/t/_/_/
salve,376,0.835555556,0.055564986,19.39071943,4.90E-05,0.000191545,0.000164343,0.000132418,9.91E-05,6.84E-05,4.34E-05,2.53E-05,1.36E-05,6.85E-06,3.23E-06,1.44E-06,s/&/v,_/_/s/@/v/_/_/,_/_/s/a/l/v/e/_/
same,255577,567.9488889,0.58038078,505.5462392,0.001278378,0.000402217,0.000502243,0.00064438,0.000823327,0.001017038,0.001189481,0.001302721,0.001332077,0.001275019,0.001149202,0.000982747,s/eI/m,_/_/s/e/m/_/_/,_/_/s/a/m/e/_/_/
sand,16729,37.17555556,0.333217211,129.3406355,0.000327065,0.000314146,0.000333935,0.000349057,0.000352132,0.000337085,0.000302566,0.000253161,0.000197371,0.000143918,9.88E-05,6.43E-05,s/&/nd,_/_/s/@/n/d/_/,_/_/s/a/n/d/_/_/
sane,1709,3.797777778,0.143467184,41.34005322,0.000104537,0.000240455,0.000224402,0.000199847,0.000167643,0.000131136,9.51E-05,6.39E-05,3.98E-05,2.32E-05,1.27E-05,6.57E-06,s/eI/n,_/_/s/e/n/_/_/,_/_/s/a/n/e/_/_/
sang,7348,16.32888889,0.260958112,85.72047597,0.000216762,0.00028757,0.000291524,0.000287262,0.000270713,0.000240587,0.000199731,0.000154242,0.000110866,7.45E-05,4.71E-05,2.83E-05,s/&/N/,_/_/s/@/G/_/_/,_/_/s/a/n/g/_/_/
sank,4156,9.235555556,0.21278899,64.46704585,0.000163018,0.000269161,0.000264127,0.000250045,0.000225008,0.000190112,0.000149625,0.000109359,7.43E-05,4.72E-05,2.82E-05,1.60E-05,s/&/N/k,_/_/s/@/G/k/_/,_/_/s/a/n/k/_/_/
sap,1369,3.042222222,0.127789958,37,9.36E-05,0.000233289,0.000215024,0.000188647,0.000155553,0.000119404,8.49E-05,5.58E-05,3.40E-05,1.94E-05,1.04E-05,5.26E-06,s/&/p,_/_/s/@/p/_/_/,_/_/s/a/p/_/_/_/
sash,663,1.473333333,0.082848502,25.74878638,6.51E-05,0.000209867,0.000185784,0.00015532,0.00012121,8.76E-05,5.83E-05,3.59E-05,2.04E-05,1.08E-05,5.39E-06,2.55E-06,s/&/S/,_/_/s/@/S/_/_/,_/_/s/a/s/h/_/_/
sass,212,0.471111111,0.05,14.56021978,3.68E-05,0.000173035,0.000143882,0.000111774,8.03E-05,5.29E-05,3.20E-05,1.77E-05,9.07E-06,4.31E-06,1.92E-06,8.11E-07,s/&/s,_/_/s/@/s/_/_/,_/_/s/a/s/s/_/_/
sat,56253,125.0066667,0.44246665,237.177149,0.000599751,0.000353321,0.000403171,0.000460854,0.000515482,0.000551924,0.000556794,0.000524879,0.000461564,0.000379811,0.000294266,0.000216302,s/&/t,_/_/s/@/t/_/_/,_/_/s/a/t/_/_/_/
sate,120,0.266666667,0.05,10.95445115,2.77E-05,0.000154652,0.000124689,9.35E-05,6.45E-05,4.07E-05,2.35E-05,1.24E-05,6.02E-06,2.71E-06,1.15E-06,4.58E-07,s/eI/t,_/_/s/e/t/_/_/,_/_/s/a/t/e/_/_/
sauce,17977,39.94888889,0.339633198,134.0783353,0.000339045,0.00031647,0.000337813,0.00035496,0.000360254,0.000347132,0.000313736,0.000264362,0.000207578,0.000152448,0.000105393,6.91E-05,s/O/s,_/_/s/a/s/_/_/,_/_/s/a/u/c/e/_/
save,38616,85.81333333,0.408380541,196.5095418,0.000496915,0.000341168,0.000380789,0.000423231,0.000458321,0.000473836,0.000460919,0.000418675,0.000354654,0.000281087,0.000209745,0.000148483,s/eI/v,_/_/s/e/v/_/_/,_/_/s/a/v/e/_/_/
saw,128425,285.3888889,0.517579754,358.3643397,0.000906198,0.000379986,0.000455338,0.000554035,0.000665992,0.000770611,0.000842496,0.00086179,0.000822763,0.000735197,0.000618595,0.000493819,s/O/,_/_/s/a/_/_/_/,_/_/s/a/w/_/_/_/
sawn,72,0.16,0.05,8.485281374,2.15E-05,0.00013815,0.000108368,7.87E-05,5.25E-05,3.19E-05,1.76E-05,8.92E-06,4.14E-06,1.78E-06,7.18E-07,2.73E-07,s/O/n,_/_/s/a/n/_/_/,_/_/s/a/w/n/_/_/
sax,469,1.042222222,0.065325965,21.65640783,5.48E-05,0.000198684,0.000172553,0.000141035,0.000107268,7.53E-05,4.87E-05,2.90E-05,1.60E-05,8.19E-06,3.94E-06,1.80E-06,s/&/ks,_/_/s/@/k/s/_/,_/_/s/a/x/_/_/_/
say,427873,950.8288889,0.627460023,654.1200196,0.001654078,0.000418863,0.00053954,0.000720656,0.000964336,0.001251451,0.001539747,0.001774978,0.00191076,0.001925564,0.00182731,0.001645264,s/eI/,_/_/s/e/_/_/_/,_/_/s/a/y/_/_/_/
says,570397,1267.548889,0.653739372,755.2463174,0.001909796,0.00042815,0.0005612,0.000766756,0.001053017,0.00140483,0.001778155,0.002109304,0.002336785,0.002423543,0.00236695,0.002193301,s/E/z,_/_/s/E/z/_/_/,_/_/s/a/y/s/_/_/
scab,416,0.924444444,0.059891466,20.39607805,5.16E-05,0.000194811,0.000168076,0.000136312,0.000102767,7.15E-05,4.57E-05,2.69E-05,1.47E-05,7.44E-06,3.54E-06,1.60E-06,sk/&/b,_/s/k/@/b/_/_/,_/s/c/a/b/_/_/_/
scald,105,0.233333333,0.05,10.24695077,2.59E-05,0.000150338,0.000120342,8.95E-05,6.12E-05,3.82E-05,2.18E-05,1.14E-05,5.46E-06,2.43E-06,1.01E-06,4.00E-07,sk/O/ld,_/s/k/a/l/d/_/,_/s/c/a/l/d/_/_/
scale,32859,73.02,0.393795075,181.2705161,0.00045838,0.000335953,0.000371438,0.000407933,0.000435701,0.000443765,0.000424992,0.000379954,0.000316733,0.000247023,0.000181378,0.000126346,sk/eI/l,_/s/k/e/l/_/_/,_/s/c/a/l/e/_/_/
scaled,1506,3.346666667,0.13443333,38.80721582,9.81E-05,0.00023637,0.000219031,0.000193401,0.000160653,0.000124321,8.91E-05,5.91E-05,3.64E-05,2.09E-05,1.13E-05,5.79E-06,sk/eI/ld,_/s/k/e/l/d/_/,_/s/c/a/l/e/d/_/
scalp,2267,5.037777778,0.164498739,47.61302343,0.000120399,0.000249582,0.000236652,0.000214851,0.000184253,0.000147669,0.000109891,7.58E-05,4.86E-05,2.90E-05,1.63E-05,8.71E-06,sk/&/lp,_/s/k/@/l/p/_/,_/s/c/a/l/p/_/_/
scam,1705,3.788888889,0.143297526,41.29164564,0.000104414,0.000240379,0.000224302,0.000199726,0.000167511,0.000131006,9.50E-05,6.38E-05,3.97E-05,2.31E-05,1.26E-05,6.55E-06,sk/&/m,_/s/k/@/m/_/_/,_/s/c/a/m/_/_/_/
scamp,56,0.124444444,0.05,7.483314774,1.89E-05,0.000130032,0.000100639,7.20E-05,4.72E-05,2.82E-05,1.53E-05,7.57E-06,3.44E-06,1.45E-06,5.69E-07,2.11E-07,sk/&/mp,_/s/k/@/m/p/_/,_/s/c/a/m/p/_/_/
scan,4611,10.24666667,0.221407553,67.90434449,0.00017171,0.000272517,0.000269006,0.000256517,0.000232769,0.000198478,0.000157729,0.00011644,7.99E-05,5.13E-05,3.10E-05,1.77E-05,sk/&/n,_/s/k/@/n/_/_/,_/s/c/a/n/_/_/_/
scant,1955,4.344444444,0.153339175,44.21538194,0.000111808,0.000244799,0.00023019,0.000206882,0.000175373,0.000138772,0.000101881,6.93E-05,4.37E-05,2.58E-05,1.43E-05,7.51E-06,sk/&/nt,_/s/k/@/n/t/_/,_/s/c/a/n/t/_/_/
scape,62,0.137777778,0.05,7.874007874,1.99E-05,0.00013332,0.000103745,7.47E-05,4.93E-05,2.96E-05,1.62E-05,8.09E-06,3.71E-06,1.57E-06,6.25E-07,2.35E-07,sk/eI/p,_/s/k/e/p/_/_/,_/s/c/a/p/e/_/_/
scar,3029,6.731111111,0.18711609,55.03635162,0.000139171,0.000258943,0.000249581,0.000231146,0.000202815,0.000166681,0.000127392,9.03E-05,5.95E-05,3.66E-05,2.12E-05,1.16E-05,sk/A/r,_/s/k/a/r/_/_/,_/s/c/a/r/_/_/_/
